VOC_Index,VOC_Name,Selection_Freq,Soft_Mean,Soft_Std,Soft_SEM
197,"650_1,2,4,5-Tetrazine, 1,4-dibutylhexahydro-                                                                                   ",0.52,0.5108215,0.16849747,0.01684974730014801
198,"654_Pentanal, 5-[(tetrahydro-2H-pyran-2-yl)oxy]-                                                                               ",0.49,0.49235225,0.19939406,0.01993940621614456
199,"656_2-Octenal, (E)-                                                                                                            ",0.46,0.4810324,0.16597761,0.016597761213779448
200,"663_2,5-Hexanediol, 2,5-dimethyl-                                                                                              ",0.45,0.4860986,0.1515889,0.015158890187740326
201,668_Phenylglyoxal                                                                                                              ,0.45,0.47966778,0.2011094,0.02011093944311142
202,"670_Aniline, N-methyl-                                                                                                         ",0.38,0.46435165,0.18378474,0.018378473818302155
203,672_Acetophenone                                                                                                               ,0.45,0.48797357,0.17496212,0.0174962118268013
204,675_Cyclooctyl alcohol                                                                                                         ,0.51,0.50772077,0.19116442,0.019116441905498504
205,"677_Decane, 3-methyl-                                                                                                          ",0.44,0.4990898,0.1693644,0.016936439275741576
206,"681_7-Octen-2-ol, 2,6-dimethyl-                                                                                                ",0.37,0.46087703,0.14897054,0.014897054433822632
207,"683_Formic acid, octyl ester                                                                                                   ",0.49,0.5094812,0.1740148,0.017401480674743654
208,684_Decyl octyl ether                                                                                                          ,0.43,0.46726453,0.17076659,0.017076659202575683
209,"688_Terephthalic acid, 2-methoxyethyl propyl ester                                                                             ",0.47,0.48568988,0.16716565,0.016716565191745757
210,"689_Arsenous acid, tris(trimethylsilyl) ester                                                                                  ",0.55,0.5222452,0.17874049,0.01787404865026474
211,"693_Hexane, 2,5-dimethoxy-2,5-dimethyl-                                                                                        ",0.37,0.4190484,0.18255839,0.01825583875179291
212,"696_Silicic acid, diethyl bis(trimethylsilyl) ester                                                                            ",0.39,0.44608703,0.16695444,0.0166954442858696
213,"697_Benzene, 2-ethyl-1,4-dimethyl-                                                                                             ",0.4,0.4618428,0.17609447,0.017609447240829468
